empirical_id,country,question,sex,education,class,occupation,political_ident,empirical,model,thinking,match,valid,raw_response,backend,model_name,temperature,timestamp
1017,Argentina,Q130,woman,secondary education,lower middle class,person who never had a job,center-right,Place strict limits on the number of foreigners who can come here,Place strict limits on the number of foreigners who can come here,"I am concerned about job scarcity since I have never had a job and am lower middle class. I would support foreign workers only if there are jobs, but given the limited opportunities, I think the government should restrict the overall number of foreigners to protect locals. Therefore I favor strict limits.",True,True,"{
  ""thinking"": ""I am concerned about job scarcity since I have never had a job and am lower middle class. I would support foreign workers only if there are jobs, but given the limited opportunities, I think the government should restrict the overall number of foreigners to protect locals. Therefore I favor strict limits."",
  ""Q130"": ""Place strict limits on the number of foreigners who can come here""
}",ollama,gpt-oss:120B,1.0,2026-05-18T13:16:58.829328
1018,Argentina,Q130,man,secondary education,lower middle class,sales worker,center-right,Place strict limits on the number of foreigners who can come here,Place strict limits on the number of foreigners who can come here,"As a lower‑middle‑class sales worker I worry about competition for scarce jobs, and my center‑right stance favors protecting local workers. I’d support the government controlling immigration rather than opening the doors freely, but I don’t think a total ban is necessary. Therefore I’d prefer strict limits on how many foreigners can come.",True,True,"{
  ""thinking"": ""As a lower‑middle‑class sales worker I worry about competition for scarce jobs, and my center‑right stance favors protecting local workers. I’d support the government controlling immigration rather than opening the doors freely, but I don’t think a total ban is necessary. Therefore I’d prefer strict limits on how many foreigners can come."",
  ""Q130"": ""Place strict limits on the number of foreigners who can come here""
}",ollama,gpt-oss:120B,1.0,2026-05-18T13:17:01.511816
1019,Argentina,Q130,woman,secondary education,lower middle class,person who never had a job,center-right,Place strict limits on the number of foreigners who can come here,Place strict limits on the number of foreigners who can come here,"I think the government shouldn't just let anyone come, because that could increase competition for scarce jobs I need. Allowing people only if there are jobs available sounds better, but it still risks taking jobs from locals. A total ban is too harsh and unrealistic. The best stance is to place strict limits on the number of foreigners so the labor market stays protected for Argentinians.",True,True,"{
  ""thinking"": ""I think the government shouldn't just let anyone come, because that could increase competition for scarce jobs I need. Allowing people only if there are jobs available sounds better, but it still risks taking jobs from locals. A total ban is too harsh and unrealistic. The best stance is to place strict limits on the number of foreigners so the labor market stays protected for Argentinians."",
  ""Q130"": ""Place strict limits on the number of foreigners who can come here""
}",ollama,gpt-oss:120B,1.0,2026-05-18T13:17:03.183438
1020,Argentina,Q130,man,secondary education,working class,sales worker,far-right,Let people come as long as there are jobs available,Place strict limits on the number of foreigners who can come here,"Let anyone come who wants to would overwhelm our labor market and threaten our jobs. Let people come only if there are jobs sounds reasonable, but it's hard to control and still lets many foreigners in. Placing strict limits aligns with my nationalist, far‑right stance to protect Argentine workers and preserve our culture. Prohibiting all immigration is too extreme for me, I prefer limits rather than a total ban.",False,True,"{
  ""thinking"": ""Let anyone come who wants to would overwhelm our labor market and threaten our jobs. Let people come only if there are jobs sounds reasonable, but it's hard to control and still lets many foreigners in. Placing strict limits aligns with my nationalist, far‑right stance to protect Argentine workers and preserve our culture. Prohibiting all immigration is too extreme for me, I prefer limits rather than a total ban."",
  ""Q130"": ""Place strict limits on the number of foreigners who can come here""
}",ollama,gpt-oss:120B,1.0,2026-05-18T13:17:05.241331
1021,Argentina,Q130,woman,higher education,lower middle class,semi-skilled worker,center,Let people come as long as there are jobs available,Let people come as long as there are jobs available,I think letting anyone come who wants to would create too much competition for jobs and could hurt my livelihood. Allowing people to come only if there are jobs available seems fair because it protects workers like me while still allowing needed labor. Placing strict limits on foreigners feels overly restrictive and might prevent useful immigration. Prohibiting all foreigners is too extreme and would harm the economy. So the most reasonable stance for me is to allow immigration when there are jobs.,True,True,"{
  ""thinking"": ""I think letting anyone come who wants to would create too much competition for jobs and could hurt my livelihood. Allowing people to come only if there are jobs available seems fair because it protects workers like me while still allowing needed labor. Placing strict limits on foreigners feels overly restrictive and might prevent useful immigration. Prohibiting all foreigners is too extreme and would harm the economy. So the most reasonable stance for me is to allow immigration when there are jobs."",
  ""Q130"": ""Let people come as long as there are jobs available""
}",ollama,gpt-oss:120B,1.0,2026-05-18T13:17:07.579537
1022,Argentina,Q130,man,secondary education,working class,unskilled worker,center-left,Let people come as long as there are jobs available,Let people come as long as there are jobs available,"Let anyone come who wants to – too open, could threaten my unskilled job prospects. Let people come as long as there are jobs available – reasonable balance; if there are jobs, immigration can fill gaps without harming me. Place strict limits – restrictive, but might protect jobs; however I’m not fully anti‑immigration. Prohibit people coming – too extreme. The most likely stance is to allow immigration only when jobs exist.",True,True,"{
  ""thinking"": ""Let anyone come who wants to – too open, could threaten my unskilled job prospects. Let people come as long as there are jobs available – reasonable balance; if there are jobs, immigration can fill gaps without harming me. Place strict limits – restrictive, but might protect jobs; however I’m not fully anti‑immigration. Prohibit people coming – too extreme. The most likely stance is to allow immigration only when jobs exist."",
  ""Q130"": ""Let people come as long as there are jobs available""
}",ollama,gpt-oss:120B,1.0,2026-05-18T13:17:09.606592
1023,Argentina,Q130,man,low education,working class,unskilled worker,center-right,Let people come as long as there are jobs available,Let people come as long as there are jobs available,"I think it's okay for foreigners to come if there are jobs that need filling, because that wouldn't take work away from me. Letting anyone come regardless of jobs could create competition and hurt my livelihood. Placing strict limits might be too rigid and could prevent needed workers from arriving. Prohibiting all foreigners is too extreme and would hurt the economy. So the best fit is to allow people to come only when there are jobs available.",True,True,"{
  ""thinking"": ""I think it's okay for foreigners to come if there are jobs that need filling, because that wouldn't take work away from me. Letting anyone come regardless of jobs could create competition and hurt my livelihood. Placing strict limits might be too rigid and could prevent needed workers from arriving. Prohibiting all foreigners is too extreme and would hurt the economy. So the best fit is to allow people to come only when there are jobs available."",
  ""Q130"": ""Let people come as long as there are jobs available""
}",ollama,gpt-oss:120B,1.0,2026-05-18T13:17:11.652405
1024,Argentina,Q130,woman,higher education,working class,sales worker,center,Place strict limits on the number of foreigners who can come here,Let people come as long as there are jobs available,I think letting anyone come who wants to could flood the labor market and make it harder for people like me to find work. Allowing people to come only if there are jobs available seems fair; it protects workers while still letting needed labor in. Placing strict limits feels too restrictive and could hurt the economy. Completely prohibiting immigration is too extreme and would cut off useful skills. So the most balanced choice is to let people come as long as there are jobs available.,False,True,"{
  ""thinking"": ""I think letting anyone come who wants to could flood the labor market and make it harder for people like me to find work. Allowing people to come only if there are jobs available seems fair; it protects workers while still letting needed labor in. Placing strict limits feels too restrictive and could hurt the economy. Completely prohibiting immigration is too extreme and would cut off useful skills. So the most balanced choice is to let people come as long as there are jobs available."",
  ""Q130"": ""Let people come as long as there are jobs available""
}",ollama,gpt-oss:120B,1.0,2026-05-18T13:17:13.688701
1025,Argentina,Q130,woman,higher education,lower middle class,clerical worker,center,Place strict limits on the number of foreigners who can come here,Let people come as long as there are jobs available,"I think it would be okay for foreigners to work here, but I worry about competition for limited jobs as a lower‑middle‑class worker. I’m not an extreme nationalist, so I don’t want a total ban, and I don’t think we should let anyone come without regard to the labor market. The middle ground – allowing immigration only when there are jobs – seems the most reasonable.",False,True,"{
  ""thinking"": ""I think it would be okay for foreigners to work here, but I worry about competition for limited jobs as a lower‑middle‑class worker. I’m not an extreme nationalist, so I don’t want a total ban, and I don’t think we should let anyone come without regard to the labor market. The middle ground – allowing immigration only when there are jobs – seems the most reasonable."",
  ""Q130"": ""Let people come as long as there are jobs available""
}",ollama,gpt-oss:120B,1.0,2026-05-18T13:17:15.577913
1026,Argentina,Q130,man,low education,working class,skilled worker,far-right,Place strict limits on the number of foreigners who can come here,Place strict limits on the number of foreigners who can come here,I think we should not let anyone just come because they want to—that would flood our country. Allowing people only if there are jobs available sounds like it could still bring too many foreigners and hurt local workers. A total ban is too extreme; even a far‑right perspective usually allows for some controlled immigration. So the best fit is to place strict limits on the number of foreigners who can come here.,True,True,"{
  ""thinking"": ""I think we should not let anyone just come because they want to—that would flood our country. Allowing people only if there are jobs available sounds like it could still bring too many foreigners and hurt local workers. A total ban is too extreme; even a far‑right perspective usually allows for some controlled immigration. So the best fit is to place strict limits on the number of foreigners who can come here."",
  ""Q130"": ""Place strict limits on the number of foreigners who can come here""
}",ollama,gpt-oss:120B,1.0,2026-05-18T13:17:17.753224
1027,Argentina,Q130,woman,secondary education,working class,unskilled worker,far-right,Let people come as long as there are jobs available,Place strict limits on the number of foreigners who can come here,I don't want just anyone coming because that could threaten our culture and jobs. Letting people only if there are jobs sounds too permissive; the government should control immigration tightly. A total ban is too absolute for me; I think some limits are necessary but not a complete prohibition.,False,True,"{
  ""thinking"": ""I don't want just anyone coming because that could threaten our culture and jobs. Letting people only if there are jobs sounds too permissive; the government should control immigration tightly. A total ban is too absolute for me; I think some limits are necessary but not a complete prohibition."",
  ""Q130"": ""Place strict limits on the number of foreigners who can come here""
}",ollama,gpt-oss:120B,1.0,2026-05-18T13:17:20.665293
1028,Argentina,Q130,woman,higher education,lower class,sales worker,center-right,Place strict limits on the number of foreigners who can come here,Place strict limits on the number of foreigners who can come here,"I think the government shouldn't just open the doors to everyone because jobs are limited and I need a stable income. Allowing people only if there are jobs sounds okay, but I worry about competition and want the government to control numbers more tightly. Completely banning immigration is too harsh, and letting anyone come is unrealistic. So I favor strict limits to protect local workers.",True,True,"{
  ""thinking"": ""I think the government shouldn't just open the doors to everyone because jobs are limited and I need a stable income. Allowing people only if there are jobs sounds okay, but I worry about competition and want the government to control numbers more tightly. Completely banning immigration is too harsh, and letting anyone come is unrealistic. So I favor strict limits to protect local workers."",
  ""Q130"": ""Place strict limits on the number of foreigners who can come here""
}",ollama,gpt-oss:120B,1.0,2026-05-18T13:17:22.680961
1029,Argentina,Q130,man,secondary education,lower middle class,sales worker,center,Place strict limits on the number of foreigners who can come here,Let people come as long as there are jobs available,"Let anyone come who wants to: I worry about job competition, so I wouldn't support open immigration. Let people come as long as there are jobs available: This seems fair; if there are jobs, foreigners can fill them without hurting locals. Place strict limits on the number of foreigners who can come here: Too restrictive; might miss out on needed labor. Prohibit people coming here from other countries: Too extreme, would hurt the economy. I think the middle ground of allowing immigration only when jobs exist is most realistic.",False,True,"{
  ""thinking"": ""Let anyone come who wants to: I worry about job competition, so I wouldn't support open immigration. Let people come as long as there are jobs available: This seems fair; if there are jobs, foreigners can fill them without hurting locals. Place strict limits on the number of foreigners who can come here: Too restrictive; might miss out on needed labor. Prohibit people coming here from other countries: Too extreme, would hurt the economy. I think the middle ground of allowing immigration only when jobs exist is most realistic."",
  ""Q130"": ""Let people come as long as there are jobs available""
}",ollama,gpt-oss:120B,1.0,2026-05-18T13:17:24.434083
1030,Argentina,Q130,man,secondary education,lower middle class,higher administrative,center-right,Place strict limits on the number of foreigners who can come here,Let people come as long as there are jobs available,"I think immigration should be allowed only if there are enough jobs for everyone, so I wouldn't support open borders or a total ban. I prefer some regulation to protect local workers, but not an outright limit or prohibition.",False,True,"{
  ""thinking"": ""I think immigration should be allowed only if there are enough jobs for everyone, so I wouldn't support open borders or a total ban. I prefer some regulation to protect local workers, but not an outright limit or prohibition."",
  ""Q130"": ""Let people come as long as there are jobs available""
}",ollama,gpt-oss:120B,1.0,2026-05-18T13:17:26.185371
1031,Argentina,Q130,woman,secondary education,lower middle class,sales worker,far-left,Place strict limits on the number of foreigners who can come here,Let anyone come who wants to,"I believe the government should not block people from coming. As a far‑left supporter I value solidarity and the right of people to move freely, regardless of job availability. Placing limits or prohibiting entry goes against those principles, and tying immigration to existing jobs ignores the need for systemic change to create work for everyone.",False,True,"{
  ""thinking"": ""I believe the government should not block people from coming. As a far‑left supporter I value solidarity and the right of people to move freely, regardless of job availability. Placing limits or prohibiting entry goes against those principles, and tying immigration to existing jobs ignores the need for systemic change to create work for everyone."",
  ""Q130"": ""Let anyone come who wants to""
}",ollama,gpt-oss:120B,1.0,2026-05-18T13:17:28.540783
1032,Argentina,Q130,man,higher education,upper middle class,professional or technical worker,far-right,Let people come as long as there are jobs available,Place strict limits on the number of foreigners who can come here,"I would not let anyone come just because they want to; that would threaten our national identity. Allowing people only if there are jobs is better, but I still worry about cultural impact and competition for resources. Placing strict limits on the number of foreigners aligns with my far‑right view of protecting our country while still allowing some controlled immigration. Completely prohibiting all foreigners is too extreme and would hurt our economy, so I prefer strict limits.",False,True,"{
  ""thinking"": ""I would not let anyone come just because they want to; that would threaten our national identity. Allowing people only if there are jobs is better, but I still worry about cultural impact and competition for resources. Placing strict limits on the number of foreigners aligns with my far‑right view of protecting our country while still allowing some controlled immigration. Completely prohibiting all foreigners is too extreme and would hurt our economy, so I prefer strict limits."",
  ""Q130"": ""Place strict limits on the number of foreigners who can come here""
}",ollama,gpt-oss:120B,1.0,2026-05-18T13:17:30.471055
1033,Argentina,Q130,woman,secondary education,lower middle class,unskilled worker,center,Place strict limits on the number of foreigners who can come here,Let people come as long as there are jobs available,"I wouldn't let anyone come just because they want to, since I worry about job competition for people like me. I think it's okay if there are jobs available, so I would support that condition. I don't want strict limits that could be arbitrary, but I also wouldn't ban all foreigners entirely.",False,True,"{
  ""thinking"": ""I wouldn't let anyone come just because they want to, since I worry about job competition for people like me. I think it's okay if there are jobs available, so I would support that condition. I don't want strict limits that could be arbitrary, but I also wouldn't ban all foreigners entirely."",
  ""Q130"": ""Let people come as long as there are jobs available""
}",ollama,gpt-oss:120B,1.0,2026-05-18T13:17:32.207711
1034,Argentina,Q130,woman,secondary education,upper middle class,sales worker,center,Let anyone come who wants to,Let people come as long as there are jobs available,"I think the government should allow foreign workers, but only if there are jobs for them. I don't want to close the country completely, and I don't think we should let anyone come regardless of the labor market, but I also don't support strict caps that could hurt the economy.",False,True,"{
  ""thinking"": ""I think the government should allow foreign workers, but only if there are jobs for them. I don't want to close the country completely, and I don't think we should let anyone come regardless of the labor market, but I also don't support strict caps that could hurt the economy."",
  ""Q130"": ""Let people come as long as there are jobs available""
}",ollama,gpt-oss:120B,1.0,2026-05-18T13:17:33.809392
1035,Argentina,Q130,man,secondary education,upper middle class,semi-skilled worker,center-left,Let people come as long as there are jobs available,Let people come as long as there are jobs available,"I believe immigration can be beneficial, but we should ensure it doesn't displace local workers. Letting anyone come without limits could strain resources and job markets. Prohibiting all immigration is too extreme for my center‑left values. Strict limits are also too restrictive. Allowing people to come as long as there are jobs balances openness with protecting workers.",True,True,"{
  ""thinking"": ""I believe immigration can be beneficial, but we should ensure it doesn't displace local workers. Letting anyone come without limits could strain resources and job markets. Prohibiting all immigration is too extreme for my center‑left values. Strict limits are also too restrictive. Allowing people to come as long as there are jobs balances openness with protecting workers."",
  ""Q130"": ""Let people come as long as there are jobs available""
}",ollama,gpt-oss:120B,1.0,2026-05-18T13:17:35.922070
1036,Argentina,Q130,woman,secondary education,working class,clerical worker,center-right,Place strict limits on the number of foreigners who can come here,Let people come as long as there are jobs available,I think immigration should be allowed only if it doesn't hurt my own job prospects. Letting anyone come who wants to could flood the labor market and make it harder for working‑class people like me to find stable work. Placing strict limits sounds too arbitrary and could block useful workers. Prohibiting all immigration is extreme and would hurt the economy. Allowing people to come as long as there are jobs available seems fair – it lets the market decide and protects workers.,False,True,"{
  ""thinking"": ""I think immigration should be allowed only if it doesn't hurt my own job prospects. Letting anyone come who wants to could flood the labor market and make it harder for working‑class people like me to find stable work. Placing strict limits sounds too arbitrary and could block useful workers. Prohibiting all immigration is extreme and would hurt the economy. Allowing people to come as long as there are jobs available seems fair – it lets the market decide and protects workers."",
  ""Q130"": ""Let people come as long as there are jobs available""
}",ollama,gpt-oss:120B,1.0,2026-05-18T13:17:37.499010
1037,Argentina,Q130,man,secondary education,upper middle class,sales worker,center,Let people come as long as there are jobs available,Let people come as long as there are jobs available,"I think it would be unreasonable to let anyone come without regard to the labor market, so I reject the 'Let anyone come who wants to' option. Completely banning foreigners is too extreme for me, and I don't support that. Placing strict limits regardless of economic need also seems unnecessary. I prefer a balanced approach that allows immigration when there are jobs available, so I choose the conditional option.",True,True,"{
  ""thinking"": ""I think it would be unreasonable to let anyone come without regard to the labor market, so I reject the 'Let anyone come who wants to' option. Completely banning foreigners is too extreme for me, and I don't support that. Placing strict limits regardless of economic need also seems unnecessary. I prefer a balanced approach that allows immigration when there are jobs available, so I choose the conditional option."",
  ""Q130"": ""Let people come as long as there are jobs available""
}",ollama,gpt-oss:120B,1.0,2026-05-18T13:17:39.206935
1038,Argentina,Q130,woman,secondary education,working class,sales worker,center,Place strict limits on the number of foreigners who can come here,Let people come as long as there are jobs available,"I think letting anyone come who wants to would bring too many workers and make it harder for people like me to find jobs. Setting strict limits or prohibiting immigrants altogether feels too harsh and could hurt the economy. Allowing people to come only if there are jobs available seems fair – it lets the country benefit from workers when there's demand, without threatening my own job prospects.",False,True,"{
  ""thinking"": ""I think letting anyone come who wants to would bring too many workers and make it harder for people like me to find jobs. Setting strict limits or prohibiting immigrants altogether feels too harsh and could hurt the economy. Allowing people to come only if there are jobs available seems fair – it lets the country benefit from workers when there's demand, without threatening my own job prospects."",
  ""Q130"": ""Let people come as long as there are jobs available""
}",ollama,gpt-oss:120B,1.0,2026-05-18T13:17:41.459683
1039,Argentina,Q130,man,secondary education,lower middle class,semi-skilled worker,center,Let people come as long as there are jobs available,Let people come as long as there are jobs available,"I think letting anyone come who wants to would likely increase competition for the few jobs I have, which could hurt my livelihood. Allowing people to come only if there are jobs available seems fair and protects workers like me while still letting needed labor fill openings. Placing strict limits on foreigners feels too restrictive and could prevent useful workers from arriving. Prohibiting all immigration entirely is too extreme and would hurt the economy. Therefore, the most reasonable stance for me is to let people come as long as there are jobs available.",True,True,"{
  ""thinking"": ""I think letting anyone come who wants to would likely increase competition for the few jobs I have, which could hurt my livelihood. Allowing people to come only if there are jobs available seems fair and protects workers like me while still letting needed labor fill openings. Placing strict limits on foreigners feels too restrictive and could prevent useful workers from arriving. Prohibiting all immigration entirely is too extreme and would hurt the economy. Therefore, the most reasonable stance for me is to let people come as long as there are jobs available."",
  ""Q130"": ""Let people come as long as there are jobs available""
}",ollama,gpt-oss:120B,1.0,2026-05-18T13:17:43.879633
1040,Argentina,Q130,woman,higher education,lower middle class,professional or technical worker,center-left,Let anyone come who wants to,Let people come as long as there are jobs available,"I think immigration should be allowed, but I’m concerned about job competition for people like me in the lower middle class. Completely open borders ('Let anyone come who wants to') seems unrealistic and could strain resources. Strict limits or a total ban feel too exclusionary for my center‑left values. Allowing people to come only when there are jobs matches my desire for openness while protecting workers’ interests.",False,True,"{
  ""thinking"": ""I think immigration should be allowed, but I’m concerned about job competition for people like me in the lower middle class. Completely open borders ('Let anyone come who wants to') seems unrealistic and could strain resources. Strict limits or a total ban feel too exclusionary for my center‑left values. Allowing people to come only when there are jobs matches my desire for openness while protecting workers’ interests."",
  ""Q130"": ""Let people come as long as there are jobs available""
}",ollama,gpt-oss:120B,1.0,2026-05-18T13:17:45.707679
1041,Argentina,Q130,woman,higher education,lower middle class,person who never had a job,center,Place strict limits on the number of foreigners who can come here,Let people come as long as there are jobs available,I think letting anyone come who wants to could flood the labor market and hurt people like me who struggle to find work. Prohibiting all immigration is too extreme and would hurt the economy. Placing strict limits might be reasonable but could be arbitrary. Allowing people to come only if there are jobs matches my centrist view: it balances economic needs with protecting job opportunities for locals.,False,True,"{
  ""thinking"": ""I think letting anyone come who wants to could flood the labor market and hurt people like me who struggle to find work. Prohibiting all immigration is too extreme and would hurt the economy. Placing strict limits might be reasonable but could be arbitrary. Allowing people to come only if there are jobs matches my centrist view: it balances economic needs with protecting job opportunities for locals."",
  ""Q130"": ""Let people come as long as there are jobs available""
}",ollama,gpt-oss:120B,1.0,2026-05-18T13:17:47.554226
